Knot Name	Hyperbolic Volume	Homology	Monodromy	Three Genus
12a0131	19.5481595103	Z	---	4
12a0132	19.5513180723	Z	---	4
12a0133	19.5481595103	Z	---	4
12a0134	19.3517564812	Z	---	4
12a0136	19.3212744793	Z	---	4
12a0137	18.6151819384	Z	aBCdEDfeGJ	4
12a0138	18.5831629885	Z	abcdEDfeGJ	4
12a0139	19.6583730609	Z	abCdEDfeGJ	4
12a0141	16.0693098267	Z	aBCDEfgj	4
12a0142	16.6288251578	Z	abcDEfgj	4
12a0149	17.3696569816	Z	abCDEfgj	4
12a0157	17.7549522369	Z	---	4
12a0158	13.745319534	Z	abcdEfgj	4
12a0164	16.8657314507	Z	---	4
12a0166	16.8657314507	Z	---	4
12a0172	15.1907067339	Z	aBCDEfGJ	4
12a0173	16.4719360838	Z	abcDEfGJ	4
12a0174	16.7247814396	Z	abCDEFeFgJ	4
12a0179	14.7743709211	Z	abcdEfGJ	4
12a0182	17.372238123	Z	---	4
12a0184	19.3943681903	Z	abCBdcEDfeGJ	4
12a0185	19.5319271628	Z	abcBdcEDfeGJ	4
12a0186	18.1545340464	Z	abcBdceDgjEF	4
12a0188	19.3517564812	Z	---	4
12a0189	18.8233367708	Z	aBCdEDgjeF	4
12a0190	18.4522471483	Z	abcdEDgjeF	4
12a0191	19.7541519251	Z	abCdEDgjeF	4
12a0193	13.3498548771	Z	abcdeFgJ	4
12a0195	16.4286088043	Z	---	4
12a0200	18.613948269	Z	abcdCdEFgJ	4
12a0202	20.4554872356	Z	aBccDCedFEgJ	4
12a0203	16.8219444212	Z	aBCdefgJ	4
12a0207	16.511986114	Z	abAbCDEFGj	4
12a0209	20.5074906695	Z	aBcDCedFGjEf	4
12a0213	19.1834745595	Z	aBCdedFEGJ	4
12a0214	19.4150826042	Z	aBCdeDfEgJ	4
12a0215	17.2462422098	Z	abcdCedFEGhJ	4
12a0216	14.9979127846	Z	abcdCedfEgHJ	4
12a0217	17.5468030177	Z	aBcDCedFEghJ	4
12a0219	16.4978346733	Z	abcdCedFEghJ	4
12a0220	17.1758723024	Z	aBcDCedfEgHj	4
12a0222	20.6693789106	Z	aBcDCeDFgjEf	4
12a0224	19.1535514023	Z	abCBdCEDGjeF	4
12a0225	18.2673914294	Z	abcDCedFEghJ	4
12a0228	18.7856086742	Z	aBcDCeDfgj	4
12a0233	19.5356589645	Z	abCBdCEDfegJ	4
12a0242	17.0053872426	Z	abCDefgJ	4
12a0245	18.9509714483	Z	abCDeeFEgJ	4
12a0246	15.8669712691	Z	aBCdEFGJ	4
12a0250	16.2752091516	Z	abcDCedfEgHj	4
12a0258	16.2546754581	Z	aBCDefgJ	4
12a0260	17.7586508904	Z	aBCDEFegfJ	4
12a0261	19.537063828	Z	abCBdceFEDgfEJ	4
12a0262	18.3534281181	Z	aBcDCeedGJEF	4
12a0264	21.168946489	Z	aBcdEDCjeDfEGF	4
12a0265	20.7593360086	Z	aBcDCeDfEDgj	4
12a0268	20.8161179958	Z	---	4
12a0271	17.6040158562	Z	abcBcDEFGj	4
12a0278	15.1719296117	Z	abcdCedfEGHJ	4
12a0280	17.1898341977	Z	aBcDCedFEghj	4
12a0281	17.6022820357	Z	abcDCedFEghj	4
12a0282	18.9105595972	Z	aBcdedFEGJ	4
12a0283	18.6443076751	Z	aBcdeDfEgJ	4
12a0284	18.6697742641	Z	---	4
12a0285	19.3826002389	Z	---	4
12a0287	19.6213030416	Z	---	4
12a0288	20.002136931	Z	abAbCdEDfegJ	4
12a0292	19.2112644971	Z	---	4
12a0298	16.6433505229	Z	aBcdCedfEGHj	4
12a0299	16.0279482565	Z	abCdefgJ	4
12a0304	15.2671347969	Z	aBcdefgJ	4
12a0305	16.3664880235	Z	aBcdEFGJ	4
12a0310	19.7424230636	Z	---	4
12a0316	20.7720327372	Z	abAcBdCdedFEGJ	4
12a0318	18.3995989074	Z	abAcBdCdEFGJ	4
12a0323	20.0874687868	Z	---	4
12a0324	19.5798310483	Z	---	4
12a0325	20.1811095982	Z	---	4
12a0328	19.2984011703	Z	abcDCEjeDfEg	4
12a0331	17.3598863266	Z	abAbCDefgj	4
12a0333	19.374378076	Z	abcdEDCGjeDF	4
12a0334	19.79900593	Z	abAbCdEDGjeF	4
12a0335	20.7901079272	Z	---	4
12a0341	19.6085517714	Z	---	4
12a0342	19.8011258328	Z	---	4
12a0349	18.9972449465	Z	---	4
12a0351	19.1636463822	Z	abcBcdedFEDGHJ	4
12a0352	20.6475913573	Z	---	4
12a0358	19.8846563084	Z	abcDCeDfEDgj	4
12a0359	21.339236301	Z	abcdEDCjeDfEGF	4
12a0361	22.1632426689	Z	---	4
12a0362	20.8348746048	Z	---	4
12a0363	19.237169925	Z	---	4
12a0364	20.9044609022	Z	---	4
12a0373	15.0836624706	Z	abcdCedFEghj	4
12a0374	16.9633096457	Z	aBcDCedfEGHj	4
12a0377	18.6694909981	Z	abCdedFEGJ	4
12a0382	15.5866518418	Z	aBcDCeDFEgIJ	4
12a0383	16.5876481727	Z	abcDCeDFEgHJ	4
12a0386	18.1776082477	Z	---	4
12a0387	20.151488611	Z	---	4
12a0388	19.7395039555	Z	---	4
12a0389	22.0263399149	Z	---	4
12a0396	17.7808590163	Z	abAbcDCedFEGHj	4
12a0398	17.6861950008	Z	abcDCeDfgj	4
12a0402	20.4098437226	Z	abcDCeDFgjEf	4
12a0413	20.6415208527	Z	abcDCedFGjEf	4
12a0415	20.0776360938	Z	abAcBdCedfJEFG	4
12a0416	18.434390291	Z	abCBdCeDGjEF	4
12a0417	20.304720632	Z	---	4
12a0418	20.1341264543	Z	abAcbdCeDfEDGj	4
12a0419	21.0296459283	Z	---	4
12a0426	20.6729333367	Z	---	4
12a0427	19.2093104837	Z	---	4
12a0434	18.8403645219	Z	---	4
12a0435	18.7770667289	Z	---	4
12a0436	15.5480307582	Z	abCdEFGJ	4
12a0438	18.769412898	Z	---	4
12a0439	22.0225389225	Z	---	4
12a0445	16.4358767786	Z	abcDCedfEGHj	4
12a0446	18.7863912962	Z	abCdeDfEgJ	4
12a0451	19.672804683	Z	---	4
12a0452	20.5065135344	Z	---	4
12a0453	15.5626033697	Z	abcdCeDFEgHJ	4
12a0455	19.9510290581	Z	---	4
12a0456	18.9008164754	Z	abCBdCeDfEgJ	4
12a0457	20.8975988678	Z	abCBdCEFgjeDfe	4
12a0458	20.9495928484	Z	---	4
12a0462	16.3231090583	Z	---	4
12a0464	19.4534964699	Z	abAcbdCeeDFEGJ	4
12a0465	19.6345147055	Z	---	4
12a0466	19.0008501268	Z	---	4
12a0467	20.9393953795	Z	---	4
12a0468	18.5939591662	Z	abcBdCeDfjEFgF	4
12a0469	19.0862406882	Z	abCDEdFgJEff	4
12a0470	19.7445220033	Z	abcBdceFEDgfEJ	4
12a0473	21.393323753	Z	aBcdEDCGjEdjeF	4
12a0474	21.0689185087	Z	---	4
12a0475	20.3514489325	Z	---	4
12a0476	17.3578605144	Z	abAcbdCeDgjEEf	4
12a0478	18.7123222058	Z	abCBdceDfGjeFG	4
12a0479	20.5670378849	Z	abbcDCBeDcFEgJ	4
12a0480	20.9576961178	Z	abccDCedFEgJ	4
12a0483	22.4197806625	Z	---	4
12a0484	21.3546194874	Z	---	4
12a0485	20.4388062436	Z	abCBdCedfEDCgj	4
12a0486	20.3389165422	Z	aBcdCeDfGFEJef	4
12a0487	20.5855605573	Z	abAbcbDCedFEgJ	4
12a0488	17.8824951834	Z	abcdCeDfEEGj	4
12a0493	17.50031186	Z	abcdCeDfEgHGGj	4
12a0497	17.1889784757	Z	abCDEfgH	4
12a0498	17.0450995997	Z	abCDefgH	4
12a0499	17.7724109804	Z	abCDefGH	4
12a0500	15.7500481297	Z	aBCdefgH	4
12a0501	16.667977092	Z	abcDEfgH	4
12a0503	14.7634735936	Z	abAbCDEFGh	4
12a0505	16.6003997591	Z	abAbCDEfgh	4
12a0506	16.3977571874	Z	aBCDefgH	4
12a0512	15.2850339867	Z	abCDEFgH	4
12a0515	16.4951369165	Z	abAbCDEFgh	4
12a0516	17.7774493541	Z	abcBcDEFgh	4
12a0517	14.8000984008	Z	abCdeFFghGfh	4
12a0521	13.4198476425	Z	aBcdefgH	4
12a0528	16.3232325668	Z	abCdefGH	4
12a0535	15.8606505789	Z	abcDefGH	4
12a0536	14.205646341	Z	abcdEfgH	4
12a0541	14.9696015942	Z	abcDefgH	4
12a0561	18.2895299722	Z	abAcbdCdEFgh	4
12a0565	17.1645222087	Z	abcBcDEfgh	4
12a0569	15.543740182	Z	abAbCDefgh	4
12a0579	15.9668517527	Z	abcDEfGH	4
12a0583	15.541112623	Z	abcDEFgH	4
12a0584	14.621541963	Z	abcdEFgH	4
12a0621	17.6568123479	Z	abcdeDFEGj	4
12a0627	19.5681206181	Z	---	4
12a0629	21.2340325272	Z	aabAcBDCeDgJEf	4
12a0630	19.7560440937	Z	abcbDCeDfEgJ	4
12a0637	19.5613458109	Z	abcdCCedFEGj	4
12a0649	13.8713073681	Z	abcdEfGH	4
12a0651	12.2368230546	Z	abcdeFgH	4
12a0662	19.8389854895	Z	abcBdCeDFEGj	4
12a0664	17.3604408277	Z	abcdeDgJEf	4
12a0673	18.5967535728	Z	---	4
12a0674	19.0309218801	Z	---	4
12a0681	15.1903565	Z	abcDefgJ	4
12a0683	14.7070381253	Z	aBcdCeDFEGHJ	4
12a0693	16.4286088043	Z	---	4
12a0695	20.6157242786	Z	---	4
12a0696	20.7577197139	Z	---	4
12a0697	21.7551569841	Z	---	4
12a0698	20.5594529862	Z	---	4
12a0699	20.7342599666	Z	---	4
12a0700	20.3185121773	Z	---	4
12a0702	17.625022676	Z	abCBdCefegFhjE	4
12a0703	21.6262374142	Z	---	4
12a0704	19.2248560372	Z	---	4
12a0705	21.9635100115	Z	---	4
12a0706	18.7790901043	Z	abcDCeDffGFEhJ	4
12a0707	20.898617373	Z	---	4
12a0708	18.4105676625	Z	aBcDCeDffGFEhJ	4
12a0709	20.7502868523	Z	---	4
12a0710	21.7242465804	Z	---	4
12a0711	20.1403508275	Z	---	4
12a0712	21.6751586139	Z	---	4
12a0747	18.7415292189	Z	---	4
12a0754	20.5544128426	Z	---	4
12a0756	18.3342242375	Z	---	4
12a0765	21.2225557097	Z	---	4
12a0766	18.8139568606	Z	---	4
12a0768	18.0724165655	Z	abcdCeDFgjEF	4
12a0776	18.7965778276	Z	abcBdceDGJeF	4
12a0777	17.8328789445	Z	abAcbdCedfEgFJ	4
12a0778	20.6154349431	Z	---	4
12a0785	21.0457196676	Z	---	4
12a0788	21.5045098466	Z	---	4
12a0793	21.2108461692	Z	---	4
12a0818	18.7740713307	Z	---	4
12a0844	19.1081257271	Z	---	4
12a0846	19.1081257271	Z	---	4
12a0847	18.7810577292	Z	---	4
12a0867	22.0395988869	Z	---	4
12a0868	23.4386877093	Z	---	4
12a0884	22.028775227	Z	---	4
12a0885	21.5416175631	Z	---	4
12a0886	18.2186197788	Z	abcDeeFEgJ	4
12a0887	21.4390240956	Z	---	4
12a0888	21.8174234065	Z	---	4
12a0893	22.1609310447	Z	---	4
12a0901	19.4914145949	Z	abcdCedfGFEJeF	4
12a0906	20.3605848324	Z	---	4
12a0913	19.8552814292	Z	---	4
12a0918	19.9152337914	Z	abcdCedfGFeJEF	4
12a0928	22.1882637803	Z	---	4
12a0932	19.4053368087	Z	---	4
12a0933	20.0564998219	Z	---	4
12a0935	21.1557286265	Z	---	4
12a0948	20.8363932328	Z	---	4
12a0951	21.6046001001	Z	---	4
12a0961	21.4617623926	Z	---	4
12a0962	20.1756519082	Z	---	4
12a0964	20.6501177376	Z	---	4
12a0965	21.6534850312	Z	---	4
12a0968	18.2721491334	Z	abAcBdCeDfEfGJ	4
12a0990	19.8679626523	Z	---	4
12a0991	19.3061910151	Z	---	4
12a0992	20.8442422631	Z	---	4
12a1019	23.1517298959	Z	---	4
12a1020	22.2107168926	Z	---	4
12a1021	22.7813259306	Z	---	4
12a1039	14.3129592734	Z	abcDeFGH	4
12a1045	16.7372165216	Z	abcdeFgJEf	4
12a1049	19.2554631586	Z	abcdCedjEDFEgF	4
12a1050	21.4336861177	Z	---	4
12a1054	19.9850302672	Z	---	4
12a1065	21.869905968	Z	---	4
12a1067	21.2219678001	Z	---	4
12a1070	20.68823139	Z	abcBDCeDfEgj	4
12a1074	18.748121625	Z	abcDCCedfEgj	4
12a1076	20.8428732405	Z	abcBDCedFEGj	4
12a1080	18.838345177	Z	abcDeDfEgj	4
12a1081	19.4139544445	Z	abcbDCeDFEGj	4
12a1082	17.9654336866	Z	abcdCedFgJEf	4
12a1084	16.8495597131	Z	abcdCCedfEgJ	4
12a1087	19.5324789758	Z	abcBdCedFEGJ	4
12a1088	20.7741390437	Z	---	4
12a1089	17.6468189551	Z	---	4
12a1092	20.6333791637	Z	---	4
12a1093	19.246726652	Z	aabAcBDCedGJEF	4
12a1096	20.770361282	Z	abcBDCedgJEf	4
12a1102	21.8262466143	Z	---	4
12a1104	19.3128488292	Z	aBcBdCeDgjEf	4
12a1105	21.3615434192	Z	---	4
12a1122	21.6470433422	Z	---	4
12a1123	21.1496897993	Z	---	4
12a1141	17.0060114446	Z	abcdeDGJeF	4
12a1150	18.5421853132	Z	---	4
12a1152	22.5792730722	Z	---	4
12a1153	16.1682121435	Z	abcdeFgjEF	4
12a1156	19.46867444	Z	---	4
12a1167	22.0593845103	Z	---	4
12a1188	22.823752707	Z	---	4
12a1190	21.2080809237	Z	abcdCedJEDfEgF	4
12a1195	20.2162940185	Z	abcdCeDFgFEJef	4
12a1280	20.0711254368	Z	---	4
12n0002	15.1518058896	Z	---	4
12n0006	12.9119236415	Z	---	4
12n0008	13.7371109802	Z	---	4
12n0016	13.6949479204	Z	---	4
12n0022	17.8954253911	Z	---	4
12n0027	17.4741114305	Z	---	4
12n0030	17.8954253911	Z	---	4
12n0033	17.4741114305	Z	---	4
12n0037	11.4426846638	Z	aBCDEFgJ	4
12n0040	13.3388057718	Z	abCDEFgJ	4
12n0043	13.8046559923	Z	abcDEFgJ	4
12n0059	13.434559638	Z	---	4
12n0060	15.7211590155	Z	---	4
12n0061	15.7211590155	Z	---	4
12n0064	14.4957052763	Z	---	4
12n0067	13.8899113868	Z	---	4
12n0068	12.252981001	Z	---	4
12n0071	13.0879113064	Z	---	4
12n0089	13.4285754428	Z	---	4
12n0090	15.0943577383	Z	---	4
12n0091	15.2974253947	Z	---	4
12n0092	16.4465555217	Z	---	4
12n0093	13.9110410579	Z	---	4
12n0098	16.4675403462	Z	---	4
12n0103	11.382174976	Z	abcdeDfegJ	4
12n0104	13.1889278035	Z	abcdeDGjeF	4
12n0105	11.8913367797	Z	abcdeDgjef	4
12n0106	13.8479241251	Z	abcdeDFEGJ	4
12n0107	11.1271888283	Z	abcdedfEgJ	4
12n0113	11.7038755962	Z	abcdeDGIjeF	4
12n0114	12.5540725871	Z	abcdeDfegIJ	4
12n0115	10.1671635471	Z	abcdeDGIjef	4
12n0122	16.793254039	Z	---	4
12n0125	16.4675403462	Z	---	4
12n0127	16.793254039	Z	---	4
12n0134	13.4285754428	Z	---	4
12n0135	15.0943577383	Z	---	4
12n0136	15.2974253947	Z	---	4
12n0137	16.4465555217	Z	---	4
12n0138	13.9110410579	Z	---	4
12n0139	15.6516415661	Z	---	4
12n0150	12.4567929564	Z	aBCdefgj	4
12n0156	11.6714173363	Z	abAbCDEFGJ	4
12n0163	11.4322505266	Z	abCdefgj	4
12n0172	9.57129114866	Z	aBcdefgj	4
12n0173	17.8760008739	Z	---	4
12n0174	19.1789414592	Z	---	4
12n0175	14.9611838895	Z	---	4
12n0182	14.2723076028	Z	abcBcDEFGJ	4
12n0185	12.6641098975	Z	abcBdceDfegJ	4
12n0186	14.5665146424	Z	abcBdceDGjeF	4
12n0187	13.9558157332	Z	abcBdceDgjef	4
12n0188	13.6207887517	Z	abcbdCeDfEgJ	4
12n0189	14.3588618206	Z	abcBdCeDFEGJ	4
12n0190	13.1292930656	Z	abcBdceDGIjeF	4
12n0191	13.6938048995	Z	abcBdceDfegIJ	4
12n0192	12.386864382	Z	abcBdceDGIjef	4
12n0205	15.426938836	Z	---	4
12n0206	17.0387074827	Z	---	4
12n0207	14.3483547068	Z	---	4
12n0219	15.7211590155	Z	---	4
12n0220	13.434559638	Z	---	4
12n0226	15.426938836	Z	---	4
12n0227	17.0387074827	Z	---	4
12n0228	14.3483547068	Z	---	4
12n0229	13.8899113868	Z	---	4
12n0233	7.68149061812	Z	abcdeFGIj	4
12n0234	9.46292824822	Z	abcdefgIJ	4
12n0235.85466333865	Z	abcdefGIj	4
12n0261	14.4957052763	Z	---	4
12n0283	15.8052577577	Z	aBccDCedFEGJ	4
12n0287	16.4009282333	Z	aBcDCedFgjEf	4
12n0294	11.9727214097	Z	abcdCeDfEgHj	4
12n0296	12.1069026718	Z	aBcDCedFEGHJ	4
12n0301	13.7242382699	Z	abcDCedFEGHJ	4
12n0326	14.150490262	Z	---	4
12n0327	13.8170810759	Z	---	4
12n0328	10.4404535063	Z	---	4
12n0344	13.9197575987	Z	---	4
12n0345	13.406593249	Z	---	4
12n0346	11.7755460341	Z	---	4
12n0368	11.9045728928	Z	---	4
12n0369	14.4818497498	Z	---	4
12n0376	15.881728679	Z	---	4
12n0387	10.6502579404	Z	aBcdCedfEghj	4
12n0405	14.8239406763	Z	abAcbdCeDfEDgj	4
12n0416	14.9832932445	Z	---	4
12n0417	12.8892362256	Z	---	4
12n0418	12.5997918278	Z	---	4
12n0419	11.864522208	Z	---	4
12n0424	16.2757117529	Z	---	4
12n0425	12.4168275138	Z	aabAcBDCeDGJEF	4
12n0426	9.18257932624	Z	abAcbdCedfeDgj	4
12n0427	16.752446198	Z	---	4
12n0428	11.5066074202	Z	abAcbdCedfEgFj	4
12n0448	16.7819749224	Z	---	4
12n0458	17.456947527	Z	abccDCedFEGJ	4
12n0459	16.0847689343	Z	abcDCedFgjEf	4
12n0465	15.7251973126	Z	---	4
12n0466	11.2074339034	Z	---	4
12n0467	10.3499026543	Z	---	4
12n0468	9.8237608448	Z	---	4
12n0494	13.320210691	Z	abAbcDCeDFEGHJ	4
12n0504	17.2033662922	Z	abAbcbDCedFEGJ	4
12n0508	14.8536457853	Z	---	4
12n0509	12.7629962344	Z	abcdCeDfEEgj	4
12n0517	15.8376981697	Z	---	4
12n0518	15.4873531133	Z	---	4
12n0521	16.5537717591	Z	abbcDCBeDcFEGJ	4
12n0526	13.6621413066	Z	---	4
12n0531	15.4420693426	Z	abcBdCeDfGjEFG	4
12n0533	14.6056256703	Z	---	4
12n0538	15.251343873	Z	---	4
12n0539	17.4173562375	Z	---	4
12n0570	10.2536085854	Z	abcdedfeGFEIJ	4
12n0571	8.36639818848	Z	abcdeDfgjEFGI	4
12n0590	10.2220733666	Z	abcdeDfEgj	4
12n0591	6.36320924724	Z	abcdedfEgj	4
12n0592	12.2193350113	Z	abcdedFEGj	4
12n0599	13.4268118513	Z	abcbDCeDFEGJ	4
12n0603	9.82292910891	Z	abcdCCedfEgj	4
12n0604	14.4275381892	Z	---	4
12n0605	12.7719390088	Z	---	4
12n0609	12.6802841287	Z	abcBdCeDfEgj	4
12n0610	13.1043600601	Z	abcdeDGJEF	4
12n0613	16.9485877758	Z	---	4
12n0615	16.4882674747	Z	---	4
12n0618	17.1390591097	Z	---	4
12n0619	16.0927468957	Z	---	4
12n0622	16.8301486702	Z	---	4
12n0623	14.2338896567	Z	---	4
12n0624	10.5514723798	Z	---	4
12n0625	16.0497621327	Z	---	4
12n0627	17.1357753694	Z	---	4
12n0632	18.8529547815	Z	---	4
12n0635	19.0385088646	Z	---	4
12n0639	12.0858489582	Z	---	4
12n0640	11.6503924844	Z	---	4
12n0641	14.0240658252	Z	---	4
12n0646	16.6158487934	Z	---	4
12n0647	10.774804131	Z	abcBdceDfegj	4
12n0648	11.7505332868	Z	---	4
12n0649	16.3836357685	Z	---	4
12n0652	18.3765013395	Z	---	4
12n0653	11.749212055	Z	abcdCedFgjEf	4
12n0657	14.7650918664	Z	aabAcbdCeDFEGJ	4
12n0658	15.8987478146	Z	---	4
12n0663	17.3429613581	Z	---	4
12n0664	19.1490984077	Z	---	4
12n0666	14.5984266516	Z	---	4
12n0668	16.0764097531	Z	abcdCedfedJEFG	4
12n0670	13.5083383176	Z	---	4
12n0671	15.5619772296	Z	---	4
12n0673	9.75654679062	Z	---	4
12n0674	13.1985602824	Z	---	4
12n0675	11.3192340169	Z	---	4
12n0681	13.5083383176	Z	---	4
12n0682	15.5619772296	Z	---	4
12n0683	15.2354157648	Z	---	4
12n0684	14.1154009803	Z	---	4
12n0686	15.6604018182	Z	abcdCedfGFEJef	4
12n0693	14.5388839108	Z	---	4
12n0694	13.2044502575	Z	---	4
12n0695	15.5229096693	Z	---	4
12n0696	14.5388839108	Z	---	4
12n0697	14.7113514044	Z	---	4
12n0703	14.996919718	Z	abcdcedJEDfEgF	4
12n0706	13.4173743919	Z	---	4
12n0707	14.775401196	Z	---	4
12n0708	11.9946749651	Z	abcbdCedFEGIJ	4
12n0709	13.2132648576	Z	---	4
12n0711	16.5535053813	Z	abcdCeDFEGJefG	4
12n0721	7.60184747062	Z	---	4
12n0722	10.8008230754	Z	---	4
12n0728	17.381292486	Z	---	4
12n0739	12.7789100746	Z	---	4
12n0747	15.8670162223	Z	---	4
12n0748	14.7901606991	Z	---	4
12n0751	14.0822455267	Z	---	4
12n0754	16.1447101283	Z	abcdCeDfGFEJeF	4
12n0761	15.2291004485	Z	---	4
12n0762	14.9543143984	Z	---	4
12n0767	14.2928069993	Z	---	4
12n0775	18.8462517752	Z	---	4
12n0776	17.534732031	Z	---	4
12n0781	16.191258812	Z	---	4
12n0784	17.9478294875	Z	---	4
12n0787	14.273338953	Z	abcbdCedFEGJ	4
12n0790	18.1685203665	Z	---	4
12n0791	16.7599736238	Z	---	4
12n0792	13.9964575207	Z	abcdCCeDfEgJ	4
12n0800	17.6063168048	Z	---	4
12n0802	17.1702695522	Z	---	4
12n0803	16.3727947539	Z	---	4
12n0804	15.1855009346	Z	abcBdCeDfEgFeJ	4
12n0820	14.6137688854	Z	---	4
12n0821	10.0928129587	Z	abcdedFEGIj	4
12n0822	12.4507196412	Z	---	4
12n0827	16.9790004554	Z	---	4
12n0829	15.490005413	Z	---	4
12n0831	16.127829823	Z	---	4
12n0837	19.7458575734	Z	---	4
12n0839	17.7651385766	Z	---	4
12n0840	17.4666882324	Z	---	4
12n0842	20.2245216792	Z	---	4
12n0848	16.0989127165	Z	---	4
12n0850	8.93345643004	Z	abcdeDfegj	4
12n0852	17.6191084495	Z	---	4
12n0857	18.6916524587	Z	---	4
12n0859	18.657609851	Z	---	4
12n0864	18.0350035775	Z	---	4
12n0865	16.0128016134	Z	---	4
12n0866	18.5154109338	Z	---	4
12n0872	18.3276133636	Z	---	4
12n0873	16.7035311125	Z	---	4
12n0874	18.2319131936	Z	---	4
12n0875	15.610887518	Z	---	4
12n0877	19.4688241905	Z	---	4
12n0879	18.4596977298	Z	---	4
12n0882	15.1865194801	Z	---	4
12n0887	17.3033792374	Z	---	4
12a0146	9.64339890946	Z	abcdefgHIl	5
12a0369	10.97543501756	Z	---	5
12a0576	10.6006962809	Z	abcdefEgfhGIJl	5
12a0716	7.51094530120	Z	abcdefghIJ	5
12a0722	5.19559032465	Z	abcdefghiJ	5
12a0805	15.44103523052	Z	---	5
12a0815	13.50203129587	Z	---	5
12a0819	17.16024317212	Z	---	5
12a0824	14.48238218985	Z	---	5
12a0835	10.85275762114	Z	abcdefGHIL	5
12a0838	7.98933933040	Z	abcdefghiL	5
12a0850	12.8684648104	Z	abcdefgfHGIL	5
12a0859	12.19660755362	Z	abcdefgFhGiL	5
12a0864	16.78713040513	Z	---	5
12a0869	16.9496061206	Z	---	5
12a0878	11.19534434208	Z	---	5
12a0898	17.53140160226	Z	---	5
12a0909	13.9639057374	Z	abcdeDfEgFhGiL	5
12a0916	16.6674997477	Z	---	5
12a0920	15.45837269257	Z	---	5
12a0981	15.70815070359	Z	---	5
12a0984	14.00238802863	Z	---	5
12a0999	17.7951846080	Z	---	5
12a1002	17.79099704909	Z	---	5
12a1011	14.7437434552	Z	---	5
12a1013	14.66505431215	Z	---	5
12a1027	12.03308107546	Z	---	5
12a1047	16.37658941768	Z	---	5
12a1051	14.73492389707	Z	---	5
12a1114	13.4811995532	Z	---	5
12a1120	14.25022967542	Z	abcdedfEgFHGIL	5
12a1128	8.93823051986	Z	abcdefGHIJ	5
12a1134	8.52376865599	Z	abcdefgHIJ	5
12a1168	17.0467779966	Z	---	5
12a1176	15.01885852457	Z	---	5
12a1191	16.6133284279	Z	---	5
12a1199	17.83717374084	Z	---	5
12a1203	16.11954927484	Z	---	5
12a1209	17.8765386100	Z	---	5
12a1210	17.22073913272	Z	---	5
12a1211	20.48956259575	Z	---	5
12a1212	19.43425279749	Z	---	5
12a1214	8.52437743028	Z	---	5
12a1215	14.73599657374	Z	---	5
12a1218	14.05714391779	Z	---	5
12a1219	15.01079271063	Z	---	5
12a1220	13.06731449638	Z	---	5
12a1221	18.45847921402	Z	---	5
12a1222	18.8943354114	Z	---	5
12a1223	16.0041288326	Z	---	5
12a1225	19.5475894956	Z	---	5
12a1226	16.5073112694	Z	---	5
12a1227	18.20837125271	Z	---	5
12a1229	19.4225137848	Z	---	5
12a1230	19.1670086833	Z	---	5
12a1231	18.25164092380	Z	---	5
12a1233	11.70221111356	Z	---	5
12a1235	15.81695330542	Z	---	5
12a1238	15.73661555133	Z	---	5
12a1246	16.20152738871	Z	---	5
12a1248	20.17516074552	Z	---	5
12a1249	20.19792313311	Z	---	5
12a1250	19.19033094983	Z	---	5
12a1253	18.7912871823	Z	---	5
12a1254	16.19607008811	Z	---	5
12a1255	17.67911145758	Z	---	5
12a1258	17.12792988673	Z	---	5
12a1260	16.8309951015	Z	---	5
12a1273	9.05110045558	Z	abcdeFGHIJ	5
12a1283	11.80292130676	Z	abcdefEgFHGIJL	5
12a1288	15.23516171914	Z	---	5
12n0242	2.828122088331	Z	abcdefghil	5
12n0472	8.72155498417	Z	---	5
12n0574	7.397539783382	Z	abcdefEgfhGijl	5
12n0679	10.7989503072	Z	---	5
12n0688	12.6777563722	Z	---	5
12n0725	5.91674573518	Z	---	5
12n0888	13.64075174629	Z	---	5
